Fecha,Representante,CódigoProducto,Unidades,,,,
11/28/2020,Elena Uriarte,B01EYT1URO,3,,,,
11/28/2020,Sagrario Silva,B01KBH547A,3,,,,
11/28/2020,Carla Méndez,B00J0O5J4Y,2,,,,
11/28/2020,Guillermo Paredes,B00NQGP42Y,3,,,,
11/28/2020,Sagrario Silva,B01KBH547A,4,,,,
11/28/2020,Bruna Hernández,B01DZJFWNC,2,,,,
11/28/2020,Iván Arriola,B01DZJFWNC,3,,,,
11/28/2020,Elena Uriarte,B018IZ0SWI,3,,,,
11/28/2020,Sandra Flores,B00K15Q2B0,1,,,,
11/28/2020,Agustín Reynoso,B018IZ0SWI,23,,,,
11/28/2020,Agustín Reynoso,B00K15Q2B0,5,,,,
11/28/2020,Roberto Rodríguez,B00F3J4B5S,2,,,,
11/28/2020,Maximiliano Ruiz,B00NQGP42Y,4,,,,
11/28/2020,Beatriz Troncoso,B018IZ0SWI,2,,,,
11/28/2020,Sagrario Silva,B00NQGP42Y,4,,,,
11/28/2020,Maximiliano Ruiz,B018IZ0SWI,3,,,,
11/28/2020,Sagrario Silva,B015YCRYZM,2,,,,
11/28/2020,Lorena Gómez,B01EYT1URO,3,,,,
11/28/2020,Carlos Romero,B00NQGP42Y,1,,,,
11/28/2020,Joel Guerra,B018IZ0SWI,24,,,,
11/28/2020,Casandra Fernández,B00K15Q2B0,3,,,,
11/29/2020,Bárbara Peñalosa,B01DZJFWNC,3,,,,
11/29/2020,Cristina Fábregas,B00J0O5J4Y,2,,,,
11/29/2020,Bárbara Peñalosa,B00F3J4B5S,4,,,,
11/29/2020,Rubén Núñez,B00NQGP42Y,3,,,,
11/29/2020,Sonia Mujíca,B00K15Q2B0,1,,,,
11/29/2020,Guillermo Chávez,B01EYT1URO,2,,,,
11/29/2020,Casandra Fernández,B01DZJFWNC,2,,,,
11/29/2020,Rodrigo Muñoz,B00F3J4B5S,2,,,,
11/29/2020,Germán Herrera,B00NQGP42Y,4,,,,
11/29/2020,Raquel Gómez,B01KBH547A,3,,,,
11/29/2020,Bruna Hernández,B01KBH547A,1,,,,
11/29/2020,Dafne Rivas,B01LQV1YHO,2,,,,
11/29/2020,Lázaro Zepeda,B00NQGP42Y,3,,,,
11/29/2020,Bernarda Perdomo,B01LQV1YHO,1,,,,
11/29/2020,Bárbara Peñalosa,B00NQGP42Y,3,,,,
11/29/2020,Rodrigo Muñoz,B01KBH547A,3,,,,
11/29/2020,Eliseo Martínez,B00K15Q2B0,2,,,,
11/29/2020,Kenya Carrillo,B01KBH547A,1,,,,
11/29/2020,Jaime Pastrana,B00NQGP42Y,2,,,,
11/29/2020,Benjamín Pérez,B01KBH547A,2,,,,
11/29/2020,Paulina Iglesias,B01KBH547A,2,,,,
11/29/2020,Sergio Moreno,B01DZJFWNC,1,,,,
11/29/2020,Nayeli Juárez,B00NQGP42Y,2,,,,
11/29/2020,Guillermo Chávez,B01DZJFWNC,2,,,,
11/29/2020,Bárbara Peñalosa,B018IZ0SWI,2,,,,
11/29/2020,Emanuel Escalante,B01KBH547A,2,,,,
11/29/2020,Andrés Mejía,B00F3J4B5S,3,,,,
11/29/2020,Eliseo Martínez,B00NQGP42Y,2,,,,
11/29/2020,Maximiliano Ruiz,B00K15Q2B0,3,,,,
11/29/2020,Rubén Núñez,B00NQGP42Y,3,,,,
11/29/2020,Delia Jiménez,B018IZ0SWI,2,,,,
11/29/2020,Guillermo Chávez,B00J0O5J4Y,2,,,,
11/29/2020,Eduardo Linares,B01EYT1URO,3,,,,
11/29/2020,Cristina Fábregas,B018IZ0SWI,1,,,,
11/29/2020,Magdalena Linares,B01KBH547A,3,,,,
11/29/2020,Carlos Romero,B016381QZA,3,,,,
11/29/2020,Carlos Romero,B01KBH547A,3,,,,
11/29/2020,Diana Rosas,B01KBH547A,1,,,,
11/29/2020,Elvira Belmonte,B00F3J4B5S,1,,,,
11/29/2020,Rodrigo Muñoz,B01KBH547A,2,,,,
11/29/2020,Guillermo Chávez,B018IZ0SWI,2,,,,
11/29/2020,Fernando Ruiz,B016381QZA,4,,,,
11/29/2020,Raquel Gómez,B016381QZA,1,,,,
11/29/2020,Raquel Gómez,B01DZJFWNC,1,,,,
11/29/2020,Andrés Mejía,B01EYT1URO,2,,,,
11/29/2020,Eduardo Linares,B00NQGP42Y,1,,,,
11/29/2020,Rodrigo Muñoz,B00NQGP42Y,2,,,,
11/29/2020,Delia Jiménez,B00NQGP42Y,1,,,,
11/29/2020,Benjamín Pérez,B018IZ0SWI,3,,,,
11/29/2020,Domingo González,B00J0O5J4Y,1,,,,
11/30/2020,Isabel Crespo,B00K15Q2B0,3,,,,
11/30/2020,Isabel Crespo,B00F3J4B5S,3,,,,
11/30/2020,Raquel Gómez,B018IZ0SWI,2,,,,
11/30/2020,Bernarda Perdomo,B01LQV1YHO,2,,,,
11/30/2020,Domingo González,B01DZJFWNC,4,,,,
11/30/2020,Arturo Franco,B00K15Q2B0,2,,,,
11/30/2020,Pedro Huerta,B00J0O5J4Y,11,,,,
11/30/2020,Eliseo Martínez,B016381QZA,1,,,,
11/30/2020,Raquel Gómez,B018IZ0SWI,1,,,,
11/30/2020,Raquel Gómez,B00K15Q2B0,2,,,,
11/30/2020,Bárbara Peñalosa,B00NQGP42Y,21,,,,
11/30/2020,Teresa Rivero,B00F3J4B5S,1,,,,
11/30/2020,Camila Fajardo,B01KBH547A,4,,,,
11/30/2020,Delia Jiménez,B016B7INC2,1,,,,
11/30/2020,Beatriz Troncoso,B01DZJFWNC,4,,,,
11/30/2020,Cinthia Bustamante,B016381QZA,3,,,,
11/30/2020,Salvador Olivares,B00K15Q2B0,21,,,,
11/30/2020,Iván Arriola,B018IZ0SWI,3,,,,
11/30/2020,Rodrigo Muñoz,B016B7INC2,2,,,,
11/30/2020,Roberto Rodríguez,B01LQV1YHO,2,,,,
11/30/2020,Bruna Hernández,B00NQGP42Y,15,,,,
11/30/2020,Bruna Hernández,B00K15Q2B0,3,,,,
11/30/2020,Raquel Gómez,B01KBH547A,1,,,,
11/30/2020,Paulina Iglesias,B00K15Q2B0,2,,,,
11/30/2020,Fernando Ruiz,B00F3J4B5S,11,,,,
11/30/2020,Camila Fajardo,B00K15Q2B0,1,,,,
11/30/2020,Bernarda Perdomo,B00J0O5J4Y,3,,,,
11/30/2020,Leonor Domínguez,B018IZ0SWI,2,,,,
11/30/2020,Ernesto Duarte,B01EYT1URO,1,,,,
11/30/2020,Emanuel Escalante,B01KBH547A,1,,,,
11/30/2020,Nayeli Juárez,B00K15Q2B0,3,,,,
11/30/2020,Arturo Franco,B018IZ0SWI,2,,,,
11/30/2020,Dafne Rivas,B018IZ0SWI,2,,,,
11/30/2020,Laura Morales,B015YCRYZM,3,,,,
11/30/2020,Jaime Pastrana,B018IZ0SWI,1,,,,
11/30/2020,Casandra Fernández,B01DZJFWNC,1,,,,
11/30/2020,Eliseo Martínez,B00K15Q2B0,1,,,,
11/30/2020,Bárbara Peñalosa,B01DZJFWNC,3,,,,
11/30/2020,Andrés Mejía,B016381QZA,2,,,,
11/30/2020,Sagrario Silva,B015YCRYZM,3,,,,
11/30/2020,Joel Guerra,B00K15Q2B0,2,,,,
11/30/2020,Delia Jiménez,B018IZ0SWI,2,,,,
11/30/2020,Bernarda Perdomo,B00F3J4B5S,3,,,,
11/30/2020,Eduardo Linares,B01EYT1URO,1,,,,
11/30/2020,Dafne Rivas,B01LQV1YHO,2,,,,
11/30/2020,Linet Ramírez,B00K15Q2B0,2,,,,
11/30/2020,Raquel Gómez,B015YCRYZM,2,,,,
11/30/2020,Agustín Reynoso,B01LQV1YHO,1,,,,
11/30/2020,Emanuel Escalante,B01KBH547A,3,,,,
11/30/2020,Nayeli Juárez,B01KBH547A,1,,,,
11/30/2020,Joel Guerra,B01LQV1YHO,2,,,,
11/30/2020,Carla Méndez,B00F3J4B5S,20,,,,
11/30/2020,Germán Herrera,B01EYT1URO,1,,,,
11/30/2020,Silvestre Morales,B00K15Q2B0,3,,,,
11/30/2020,Sagrario Silva,B00F3J4B5S,2,,,,
11/30/2020,Cinthia Bustamante,B015YCRYZM,2,,,,
11/30/2020,Carla Méndez,B01LQV1YHO,2,,,,
11/30/2020,Maximiliano Ruiz,B00F3J4B5S,1,,,,
11/30/2020,Sagrario Silva,B00K15Q2B0,22,,,,
11/30/2020,Leonor Domínguez,B01LQV1YHO,1,,,,
11/30/2020,Jenny García,B01KBH547A,1,,,,
11/30/2020,Daniel Piedra,B00K15Q2B0,1,,,,
11/30/2020,Andrés Mejía,B00K15Q2B0,3,,,,
11/30/2020,Mariana Hinojosa,B018IZ0SWI,2,,,,
11/30/2020,Salvador Olivares,B01LQV1YHO,3,,,,
11/30/2020,Ernesto Duarte,B018IZ0SWI,1,,,,
11/30/2020,Patricia Torres,B01KBH547A,4,,,,
11/30/2020,Lorena Gómez,B018IZ0SWI,1,,,,
11/30/2020,Teresa Rivero,B00F3J4B5S,1,,,,
11/30/2020,Salvador Olivares,B01KBH547A,1,,,,
11/30/2020,Iris Ugarte,B018IZ0SWI,3,,,,
11/30/2020,Diana Rosas,B01LQV1YHO,3,,,,
12/1/2020,Arturo Franco,B01KBH547A,4,,,,
12/1/2020,Andrés Mejía,B016381QZA,3,,,,
12/1/2020,Teodoro Jurado,B00F3J4B5S,1,,,,
12/1/2020,Sagrario Silva,B018IZ0SWI,2,,,,
12/1/2020,Raquel Gómez,B018IZ0SWI,3,,,,
12/1/2020,Bruno Puente,B00K15Q2B0,2,,,,
12/1/2020,Elena Uriarte,B00NQGP42Y,1,,,,
12/1/2020,Bernarda Perdomo,B00J0O5J4Y,3,,,,
12/1/2020,Maité Gordillo,B018IZ0SWI,3,,,,
12/1/2020,Jenny García,B00NQGP42Y,3,,,,
12/1/2020,Camila Fajardo,B016B7INC2,1,,,,
12/1/2020,Delia Jiménez,B016381QZA,2,,,,
12/1/2020,Jenny García,B00NQGP42Y,2,,,,
12/1/2020,Bárbara Peñalosa,B016381QZA,1,,,,
12/1/2020,Andrés Mejía,B018IZ0SWI,12,,,,
12/1/2020,Sonia Mujíca,B00K15Q2B0,2,,,,
12/1/2020,Roberto Rodríguez,B016B7INC2,1,,,,
12/1/2020,Mariana Hinojosa,B01KBH547A,2,,,,
12/1/2020,Laura Morales,B01KBH547A,1,,,,
12/1/2020,Cinthia Bustamante,B01KBH547A,1,,,,
12/1/2020,Salvador Olivares,B015YCRYZM,1,,,,
12/1/2020,Salvador Olivares,B01LQV1YHO,1,,,,
12/1/2020,Joana Mejía,B00F3J4B5S,2,,,,
12/1/2020,Nayeli Juárez,B01LQV1YHO,2,,,,
12/1/2020,Iván Arriola,B01EYT1URO,2,,,,
12/1/2020,Jenny García,B01KBH547A,3,,,,
12/1/2020,Guillermo Paredes,B00K15Q2B0,2,,,,
12/1/2020,Delia Jiménez,B00K15Q2B0,1,,,,
12/1/2020,Kenya Carrillo,B01DZJFWNC,1,,,,
12/1/2020,Felicia Junquera,B01EYT1URO,1,,,,
12/1/2020,Joel Guerra,B018IZ0SWI,1,,,,
12/1/2020,Carlos Romero,B00F3J4B5S,2,,,,
12/1/2020,Guillermo Chávez,B018IZ0SWI,2,,,,
12/1/2020,Tamara Márquez,B01EYT1URO,1,,,,
12/1/2020,Teodoro Jurado,B016381QZA,2,,,,
12/1/2020,Kenya Carrillo,B018IZ0SWI,2,,,,
12/1/2020,Domingo González,B01DZJFWNC,2,,,,
12/1/2020,Iris Ugarte,B00K15Q2B0,2,,,,
12/1/2020,Sandra Flores,B018IZ0SWI,2,,,,
12/1/2020,Dafne Rivas,B018IZ0SWI,2,,,,
12/1/2020,Andrés Mejía,B01KBH547A,2,,,,
12/2/2020,Lázaro Zepeda,B01KBH547A,3,,,,
12/2/2020,Andrés Mejía,B015YCRYZM,2,,,,
12/2/2020,Isabel Crespo,B00K15Q2B0,1,,,,
12/2/2020,Fernando Ruiz,B016381QZA,1,,,,
12/2/2020,Cristina Fábregas,B018IZ0SWI,2,,,,
12/2/2020,Magdalena Linares,B00NQGP42Y,2,,,,
12/2/2020,Emanuel Escalante,B00F3J4B5S,4,,,,
12/2/2020,Teresa Rivero,B016381QZA,2,,,,
12/2/2020,Roberto Rodríguez,B00K15Q2B0,3,,,,
12/2/2020,Roberto Rodríguez,B00NQGP42Y,2,,,,
12/2/2020,Kenya Carrillo,B00K15Q2B0,1,,,,
12/2/2020,Raquel Gómez,B00K15Q2B0,1,,,,
12/2/2020,Sagrario Silva,B01DZJFWNC,2,,,,
12/2/2020,Bruna Hernández,B00K15Q2B0,1,,,,
12/2/2020,Salvador Olivares,B015YCRYZM,2,,,,
12/2/2020,Teodoro Jurado,B018IZ0SWI,2,,,,
12/2/2020,Sergio Moreno,B018IZ0SWI,2,,,,
12/2/2020,Raquel Gómez,B01KBH547A,3,,,,
12/2/2020,Joana Mejía,B018IZ0SWI,23,,,,
12/2/2020,Benjamín Pérez,B00K15Q2B0,3,,,,
12/2/2020,Maximiliano Ruiz,B015YCRYZM,2,,,,
12/2/2020,Leonor Domínguez,B016381QZA,2,,,,
12/2/2020,Salvador Olivares,B00NQGP42Y,3,,,,
12/2/2020,Andrés Mejía,B01EYT1URO,3,,,,
12/2/2020,Rubén Núñez,B00F3J4B5S,3,,,,
12/2/2020,Domingo González,B01KBH547A,2,,,,
12/2/2020,Fernando Ruiz,B016381QZA,4,,,,
12/2/2020,Eliseo Martínez,B015YCRYZM,2,,,,
12/2/2020,Tamara Márquez,B00F3J4B5S,1,,,,
12/2/2020,Iván Arriola,B00F3J4B5S,3,,,,
12/2/2020,Casandra Fernández,B00J0O5J4Y,3,,,,
12/2/2020,Elena Uriarte,B00F3J4B5S,4,,,,
12/2/2020,Jenny García,B016381QZA,3,,,,
12/2/2020,Alan Ramos,B01KBH547A,2,,,,
12/2/2020,Sagrario Silva,B00K15Q2B0,3,,,,
12/2/2020,Delia Jiménez,B018IZ0SWI,14,,,,
12/2/2020,Ernesto Duarte,B00F3J4B5S,3,,,,
12/2/2020,Paulina Iglesias,B01LQV1YHO,2,,,,
12/2/2020,Guillermo Chávez,B00F3J4B5S,2,,,,
12/2/2020,Patricia Torres,B01LQV1YHO,2,,,,
12/2/2020,Lázaro Zepeda,B01KBH547A,20,,,,
12/2/2020,Dafne Rivas,B01DZJFWNC,3,,,,
12/2/2020,Tamara Márquez,B00K15Q2B0,2,,,,
12/2/2020,Delia Jiménez,B01LQV1YHO,2,,,,
12/2/2020,Jenny García,B00F3J4B5S,1,,,,
12/2/2020,Rubén Núñez,B00K15Q2B0,2,,,,
12/2/2020,Fernando Ruiz,B00J0O5J4Y,1,,,,
12/2/2020,Teresa Rivero,B00J0O5J4Y,2,,,,
12/2/2020,Eric Rivera,B01KBH547A,3,,,,
12/2/2020,Emanuel Escalante,B00J0O5J4Y,2,,,,
12/2/2020,Dafne Rivas,B01LQV1YHO,3,,,,
12/2/2020,Sagrario Silva,B016381QZA,25,,,,
12/2/2020,Germán Herrera,B00K15Q2B0,2,,,,
12/2/2020,Raquel Gómez,B01KBH547A,2,,,,
12/2/2020,Claudia Olmedo,B00K15Q2B0,2,,,,
12/2/2020,Bernarda Perdomo,B01KBH547A,2,,,,
12/2/2020,Maité Gordillo,B01EYT1URO,2,,,,
12/2/2020,Delia Jiménez,B01DZJFWNC,1,,,,
12/2/2020,Isabel Crespo,B01KBH547A,14,,,,
12/3/2020,Diana Rosas,B00K15Q2B0,2,,,,
12/3/2020,Maité Gordillo,B00NQGP42Y,2,,,,
12/3/2020,Paulina Iglesias,B01DZJFWNC,1,,,,
12/3/2020,Agustín Reynoso,B01LQV1YHO,3,,,,
12/3/2020,Germán Herrera,B01KBH547A,2,,,,
12/3/2020,Joana Mejía,B00K15Q2B0,2,,,,
12/3/2020,Kenya Carrillo,B018IZ0SWI,3,,,,
12/3/2020,Casandra Fernández,B016381QZA,1,,,,
12/3/2020,Eliseo Martínez,B016381QZA,1,,,,
12/3/2020,Casandra Fernández,B01EYT1URO,1,,,,
12/3/2020,Casandra Fernández,B00F3J4B5S,1,,,,
12/3/2020,Felicia Junquera,B00NQGP42Y,3,,,,
12/3/2020,Rubén Núñez,B01KBH547A,2,,,,
12/3/2020,Elena Uriarte,B018IZ0SWI,3,,,,
12/3/2020,Cinthia Bustamante,B016381QZA,2,,,,
12/3/2020,Delia Jiménez,B018IZ0SWI,1,,,,
12/3/2020,Sandra Flores,B016381QZA,3,,,,
12/3/2020,Roberto Rodríguez,B00J0O5J4Y,1,,,,
12/3/2020,Elena Uriarte,B018IZ0SWI,1,,,,
12/3/2020,Paula Espíndola,B018IZ0SWI,3,,,,
12/3/2020,Joel Guerra,B01DZJFWNC,2,,,,
12/3/2020,Eliseo Martínez,B00F3J4B5S,2,,,,
12/3/2020,Raquel Gómez,B018IZ0SWI,3,,,,
12/3/2020,Isabel Crespo,B01KBH547A,1,,,,
12/3/2020,Salvador Olivares,B00NQGP42Y,3,,,,
12/3/2020,Leonor Domínguez,B018IZ0SWI,2,,,,
12/3/2020,Beatriz Troncoso,B00NQGP42Y,2,,,,
12/3/2020,Domingo González,B00K15Q2B0,3,,,,
12/3/2020,Rodrigo Muñoz,B01KBH547A,2,,,,
12/3/2020,Joel Guerra,B00J0O5J4Y,2,,,,
12/3/2020,Salvador Olivares,B01DZJFWNC,3,,,,
12/3/2020,Eliseo Martínez,B016381QZA,2,,,,
12/3/2020,Delia Jiménez,B018IZ0SWI,2,,,,
12/3/2020,Daniel Piedra,B01DZJFWNC,1,,,,
12/3/2020,Jenny García,B00NQGP42Y,13,,,,
12/3/2020,Cecilia Manrique,B01KBH547A,2,,,,
12/3/2020,Rodrigo Muñoz,B018IZ0SWI,2,,,,
12/3/2020,Raquel Gómez,B00K15Q2B0,4,,,,
12/3/2020,Maximiliano Ruiz,B00NQGP42Y,2,,,,
12/3/2020,Sagrario Silva,B018IZ0SWI,1,,,,
12/3/2020,Roberto Rodríguez,B016B7INC2,2,,,,
12/3/2020,Beatriz Troncoso,B015YCRYZM,2,,,,
12/3/2020,Eric Rivera,B01DZJFWNC,2,,,,
12/3/2020,Carlos Romero,B00K15Q2B0,2,,,,
12/3/2020,Elena Uriarte,B01KBH547A,2,,,,
12/3/2020,Eric Rivera,B00J0O5J4Y,2,,,,
12/3/2020,Bernarda Perdomo,B00K15Q2B0,1,,,,
12/3/2020,Guillermo Paredes,B00NQGP42Y,2,,,,
12/3/2020,Eduardo Linares,B00K15Q2B0,2,,,,
12/3/2020,Sagrario Silva,B018IZ0SWI,2,,,,
12/3/2020,Cecilia Manrique,B00F3J4B5S,1,,,,
12/3/2020,Paulina Iglesias,B01KBH547A,1,,,,
12/3/2020,Sergio Moreno,B018IZ0SWI,1,,,,
12/3/2020,Iván Arriola,B01KBH547A,3,,,,
12/3/2020,Dafne Rivas,B018IZ0SWI,2,,,,
12/3/2020,Delia Jiménez,B01LQV1YHO,1,,,,
12/3/2020,Rodrigo Muñoz,B00F3J4B5S,2,,,,
12/3/2020,Eliseo Martínez,B016381QZA,2,,,,
12/3/2020,Salvador Olivares,B018IZ0SWI,2,,,,
12/3/2020,Sagrario Silva,B01LQV1YHO,10,,,,
12/3/2020,Leonor Domínguez,B00F3J4B5S,2,,,,
12/3/2020,Emanuel Escalante,B015YCRYZM,2,,,,
12/3/2020,Isabel Crespo,B00K15Q2B0,2,,,,
12/3/2020,Alan Ramos,B01KBH547A,1,,,,
12/3/2020,Mariana Hinojosa,B018IZ0SWI,3,,,,
12/3/2020,Salvador Olivares,B01LQV1YHO,2,,,,
12/4/2020,Domingo González,B016381QZA,1,,,,
12/4/2020,Fernando Ruiz,B00F3J4B5S,1,,,,
12/4/2020,Maximiliano Ruiz,B016381QZA,2,,,,
12/4/2020,Delia Jiménez,B01LQV1YHO,2,,,,
12/4/2020,Rodrigo Muñoz,B01EYT1URO,3,,,,
12/4/2020,Rodrigo Muñoz,B016381QZA,1,,,,
12/4/2020,Guillermo Paredes,B00K15Q2B0,3,,,,
12/4/2020,Jenny García,B01KBH547A,1,,,,
12/4/2020,Casandra Fernández,B01DZJFWNC,2,,,,
12/4/2020,Bruno Puente,B00NQGP42Y,1,,,,
12/4/2020,Linet Ramírez,B018IZ0SWI,17,,,,
12/4/2020,Rodrigo Muñoz,B01LQV1YHO,3,,,,
12/4/2020,Domingo González,B018IZ0SWI,1,,,,
12/4/2020,Maximiliano Ruiz,B00K15Q2B0,2,,,,
12/4/2020,Concepción Luna,B01EYT1URO,2,,,,
12/4/2020,Salvador Olivares,B018IZ0SWI,2,,,,
12/4/2020,Carla Méndez,B00NQGP42Y,2,,,,
12/4/2020,Dafne Rivas,B01KBH547A,3,,,,
12/4/2020,Kenya Carrillo,B00NQGP42Y,1,,,,
12/4/2020,Rodrigo Muñoz,B018IZ0SWI,3,,,,
12/4/2020,Carla Méndez,B01LQV1YHO,12,,,,
12/4/2020,Bárbara Peñalosa,B016B7INC2,2,,,,
12/4/2020,Edgar Guerrero,B00NQGP42Y,3,,,,
12/4/2020,Camila Fajardo,B00K15Q2B0,1,,,,
12/4/2020,Mariana Hinojosa,B00F3J4B5S,1,,,,
12/4/2020,Fernando Ruiz,B00NQGP42Y,2,,,,
12/4/2020,Sonia Mujíca,B018IZ0SWI,3,,,,
12/4/2020,Andrés Mejía,B016381QZA,2,,,,
12/4/2020,Rodrigo Muñoz,B00F3J4B5S,2,,,,
12/4/2020,Roberto Rodríguez,B016381QZA,3,,,,
12/4/2020,Sergio Moreno,B00NQGP42Y,2,,,,
12/4/2020,Domingo González,B00K15Q2B0,1,,,,
12/4/2020,Bruna Hernández,B00F3J4B5S,2,,,,
12/4/2020,Agustín Reynoso,B01KBH547A,1,,,,
12/4/2020,Ernesto Duarte,B01DZJFWNC,2,,,,
12/4/2020,Bárbara Peñalosa,B016B7INC2,2,,,,
12/4/2020,Magdalena Linares,B01DZJFWNC,1,,,,
12/4/2020,Fernando Ruiz,B016B7INC2,1,,,,
12/4/2020,Sergio Moreno,B00F3J4B5S,3,,,,
12/4/2020,Bernarda Perdomo,B00K15Q2B0,3,,,,
12/4/2020,Raquel Gómez,B01LQV1YHO,2,,,,
12/4/2020,Andrés Mejía,B00F3J4B5S,3,,,,
12/4/2020,Casandra Fernández,B01LQV1YHO,3,,,,
12/4/2020,Roberto Rodríguez,B018IZ0SWI,3,,,,
12/4/2020,Joana Mejía,B01LQV1YHO,3,,,,
12/4/2020,Lorena Gómez,B00K15Q2B0,3,,,,
12/4/2020,Diana Rosas,B01KBH547A,3,,,,
12/4/2020,Maximiliano Ruiz,B01KBH547A,2,,,,
12/4/2020,Beatriz Troncoso,B00F3J4B5S,2,,,,
12/4/2020,Leonor Domínguez,B00K15Q2B0,2,,,,
12/4/2020,Teresa Rivero,B015YCRYZM,2,,,,
12/4/2020,Maximiliano Ruiz,B00NQGP42Y,1,,,,
12/4/2020,Arturo Franco,B00F3J4B5S,25,,,,
12/4/2020,Leonor Domínguez,B01KBH547A,3,,,,
12/4/2020,Sagrario Silva,B00F3J4B5S,3,,,,
12/4/2020,Andrés Mejía,B01DZJFWNC,2,,,,
12/4/2020,Cinthia Bustamante,B01KBH547A,2,,,,
12/4/2020,Isabel Crespo,B01EYT1URO,1,,,,
12/4/2020,Casandra Fernández,B00NQGP42Y,1,,,,
12/4/2020,Iván Arriola,B016B7INC2,2,,,,
12/4/2020,Leonor Domínguez,B018IZ0SWI,2,,,,
12/4/2020,Maximiliano Ruiz,B01LQV1YHO,2,,,,
12/4/2020,Lázaro Zepeda,B016381QZA,1,,,,
12/4/2020,Rodrigo Muñoz,B01KBH547A,3,,,,
12/5/2020,Raquel Gómez,B016381QZA,15,,,,
12/5/2020,Guillermo Chávez,B00F3J4B5S,2,,,,
12/5/2020,Maximiliano Ruiz,B00F3J4B5S,3,,,,
12/5/2020,Beatriz Troncoso,B01KBH547A,14,,,,
12/5/2020,Patricia Torres,B01LQV1YHO,2,,,,
12/5/2020,Bruno Puente,B01KBH547A,2,,,,
12/5/2020,Cecilia Manrique,B00NQGP42Y,4,,,,
12/5/2020,Bruna Hernández,B00NQGP42Y,2,,,,
12/5/2020,Kenya Carrillo,B00NQGP42Y,2,,,,
12/5/2020,Domingo González,B01KBH547A,2,,,,
12/5/2020,Sergio Moreno,B018IZ0SWI,2,,,,
12/5/2020,Fernando Ruiz,B00J0O5J4Y,2,,,,
12/5/2020,Maximiliano Ruiz,B01KBH547A,2,,,,
12/5/2020,Magdalena Linares,B01DZJFWNC,3,,,,
12/5/2020,Rodrigo Muñoz,B018IZ0SWI,2,,,,
12/5/2020,Bárbara Peñalosa,B00NQGP42Y,3,,,,
12/5/2020,Bruno Puente,B01KBH547A,2,,,,
12/5/2020,Delia Jiménez,B00F3J4B5S,2,,,,
12/5/2020,Daniel Piedra,B00NQGP42Y,1,,,,
12/5/2020,Guillermo Paredes,B018IZ0SWI,3,,,,
12/5/2020,Agustín Reynoso,B016381QZA,1,,,,
12/5/2020,Benjamín Pérez,B018IZ0SWI,2,,,,
12/5/2020,Eliseo Martínez,B01KBH547A,4,,,,
12/5/2020,Laura Morales,B018IZ0SWI,3,,,,
12/5/2020,Bruna Hernández,B00F3J4B5S,3,,,,
12/5/2020,Pedro Huerta,B016381QZA,1,,,,
12/5/2020,Salvador Olivares,B018IZ0SWI,3,,,,
12/5/2020,Delia Jiménez,B01LQV1YHO,1,,,,
12/5/2020,Iván Arriola,B00F3J4B5S,22,,,,
12/5/2020,Raquel Gómez,B00F3J4B5S,3,,,,
12/5/2020,Casandra Fernández,B01DZJFWNC,4,,,,
12/5/2020,Roberto Rodríguez,B01EYT1URO,3,,,,
12/5/2020,Jaime Pastrana,B00J0O5J4Y,3,,,,
12/5/2020,Bruna Hernández,B00K15Q2B0,8,,,,
12/5/2020,Sonia Mujíca,B00NQGP42Y,2,,,,
12/5/2020,Concepción Luna,B016B7INC2,1,,,,
12/5/2020,Sagrario Silva,B018IZ0SWI,16,,,,
12/5/2020,Diana Rosas,B00K15Q2B0,3,,,,
12/5/2020,Elvira Belmonte,B018IZ0SWI,3,,,,
12/5/2020,Bruno Puente,B00K15Q2B0,2,,,,
12/5/2020,Paula Espíndola,B00F3J4B5S,3,,,,
12/5/2020,Guillermo Paredes,B015YCRYZM,2,,,,
12/5/2020,Guillermo Chávez,B018IZ0SWI,1,,,,
12/5/2020,Maité Gordillo,B01KBH547A,3,,,,
12/5/2020,Nayeli Juárez,B01KBH547A,2,,,,
12/5/2020,Raquel Gómez,B00F3J4B5S,2,,,,
12/5/2020,Cinthia Bustamante,B016B7INC2,2,,,,
12/5/2020,Maximiliano Ruiz,B00K15Q2B0,2,,,,
12/5/2020,Bruna Hernández,B018IZ0SWI,19,,,,
12/5/2020,Teodoro Jurado,B00NQGP42Y,25,,,,
12/5/2020,Maximiliano Ruiz,B01DZJFWNC,2,,,,
12/5/2020,Elvira Belmonte,B01KBH547A,10,,,,
12/5/2020,Tamara Márquez,B016381QZA,1,,,,
12/5/2020,Joel Guerra,B00K15Q2B0,1,,,,
12/5/2020,Maité Gordillo,B01EYT1URO,2,,,,
12/5/2020,Edgar Guerrero,B018IZ0SWI,1,,,,
12/5/2020,Benjamín Pérez,B01KBH547A,24,,,,
12/5/2020,Arturo Franco,B01LQV1YHO,1,,,,
12/5/2020,Casandra Fernández,B018IZ0SWI,2,,,,
12/6/2020,Isabel Crespo,B00F3J4B5S,1,,,,
12/6/2020,Iris Ugarte,B018IZ0SWI,3,,,,
12/6/2020,Edgar Guerrero,B00K15Q2B0,2,,,,
12/6/2020,Raquel Gómez,B00K15Q2B0,1,,,,
12/6/2020,Sagrario Silva,B018IZ0SWI,1,,,,
12/6/2020,Andrés Mejía,B01EYT1URO,2,,,,
12/6/2020,Edgar Guerrero,B018IZ0SWI,3,,,,
